station_id,road_name,suburb,cardinal_direction_name,classification_type,year,period,traffic_count,wgs84_latitude,wgs84_longitude,Heavy traffic 2021
1001,Bradfield Highway,Milsons Point,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,4269,-33.852116,151.21077,4907
4021,Pacific Highway,Clarenza,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,1649,-29.671843,152.980179,1877
4023,Pacific Highway,Cowper,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1758,-29.569933,153.082779,1942
4026,Yamba Road,James Creek,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,312,-29.432274,153.247864,345
4039,Pacific Highway,West Ballina,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,2139,-28.865534,153.504913,2459
4040,River Street,West Ballina,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,2116,-28.86499,153.52594,2432
4055,Coleman Street,Bexhill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,680,-28.766396,153.344452,751
4066,Pacific Highway,Ewingsdale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,2397,-28.642416,153.547958,2648
4078,Tweed Valley Way,Burringbar,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,221,-28.436987,153.47641,244
4095,Bruxner Highway,South Gundurimba,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,684,-28.871071,153.257065,756
4098,Bruxner Highway,Mckees Hill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2012,ALL DAYS,522,-28.878996,153.194489,571
4109,Bruxner Highway,Mummulgum,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,111,-28.89505,152.750992,128
4116,Pacific Highway,Broadwater,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1707,-28.992689,153.461746,1886
4123,Pacific Highway,Woombah,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1737,-29.347635,153.244537,1919
4150,Pacific Highway,Sapphire Beach,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,2426,-30.213118,153.146668,2680
4153,Gwydir Highway,Waterview Heights,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,201,-29.683365,152.873718,222
4162,Paperbark Close,West Ballina,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,118,-28.858402,153.520493,136
4164,Summerland Way,Casino,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,533,-28.839886,153.031052,613
4165,Summerland Way,Casino,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,446,-28.880539,153.042969,493
4168,Pacific Highway,Halfway Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1836,-29.915937,153.068497,2028
4185,Orara Way,Braunstone,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,96,-29.7661,152.93483,106
4197,Summerland Way,Kyogle,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,326,-28.639427,153.000565,375
4199,Summerland Way,Wiangaree,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,172,-28.518013,152.965607,190
4201,Kyogle Road,Fernside,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,135,-28.792145,153.146561,155
4254,Schwinghammer Street,South Grafton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1924,-29.70809,152.941635,2125
4255,Charles Street,South Grafton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1852,-29.707201,152.942123,2046
4277,Gwydir Highway,Ramornie,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,145,-29.64941,152.798584,160
4298,Summerland Way,Dairy Flat,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,86,-28.336967,152.699814,99
4301,Lismore Road,Bangalow,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,630,-28.687433,153.521851,696
4307,Armidale Road,Elland,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,118,-29.770197,152.926056,130
4315,Waterfall Way,Thora,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,187,-30.423168,152.790756,215
4331,Summerland Way,Grafton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,502,-29.668383,152.936691,555
4341,Summerland Way,Cedar Point,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,338,-28.677708,152.999191,373
4367,Kyogle Road,Mount Burrell,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,56,-28.513172,153.177521,64
4392,Woodburn-Coraki Road,Bungawalbin,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,167,-29.037498,153.279007,192
4400,Pacific Highway,Gulmarrad,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1780,-29.48439,153.200577,1966
4413,Clarence Way,Copmanhurst,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,41,-29.5804,152.793167,47
4422,Coramba Road,Karangi,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,149,-30.247154,153.044311,170
4459,Mullumbimby Road,Myocum,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,458,-28.569139,153.526474,506
4596,Risk Road,The Risk,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,30,-28.48698,152.939026,33
4630,Yamba Road,Maclean,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,235,-29.433924,153.233063,267
4632,Pacific Highway,Maclean,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,1833,-29.441942,153.238037,2025
4647,Summerland Way,New Park,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,206,-28.61577,153,228
4660,Byron Bay Road,Lennox Head,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,202,-28.787359,153.582794,223
4662,Bangalow Road,Bexhill,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2011,ALL DAYS,653,-28.761045,153.352615,721
4663,Tweed Valley Way,Stotts Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,805,-28.275921,153.499039,925
4672,Summerland Way,Whiporie,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,229,-29.328482,152.997726,261
4674,Byron Bay Road,Broken Head,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2011,ALL DAYS,230,-28.743296,153.594849,254
5029,Minmi Road,Fletcher,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,236,-32.875069,151.646225,269
5030,New England Highway,Harpers Hill,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,2093,-32.707191,151.419418,2335
5033,Hunter Expressway,Branxton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,2066,-32.655823,151.328674,2375
5037,New England Highway,Ravensworth,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,1713,-32.461887,151.069687,1969
5052,Maitland Road,Hexham,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,1079,-32.832359,151.686005,1204
5057,New England Highway,Beresfield,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,313,-32.801376,151.639969,349
5062,New England Highway,Rutherford,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,1934,-32.710777,151.516357,2223
5063,Aberdeen Street,Muswellbrook,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,1350,-32.243221,150.901489,1506
5084,The Bucketts Way,Twelve Mile Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,287,-32.641918,151.868454,320
5122,George Downes Drive,Central Mangrove,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,574,-33.307156,151.235931,653
5123,George Downes Drive,Central Mangrove,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,456,-33.28421,151.229996,519
5197,John Renshaw Drive,Buchanan,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,1080,-32.830002,151.517593,1205
5239,Maitland Street,Branxton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,2043,-32.655998,151.356186,2279
5304,Newcastle Inner City Bypass,Hillsborough,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,1144,-32.970833,151.676498,1302
5321,Wallsend Road,Sandgate,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,2304,-32.872467,151.704636,2570
5344,Paterson Road,Bolwarra Heights,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,169,-32.69735,151.593414,194
5356,Stroud Hill Road,Dungog,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,111,-32.396793,151.764053,128
5394,Nelson Bay Road,Fern Bay,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,955,-32.859875,151.798142,1065
5400,Nelson Bay Road,Anna Bay,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,324,-32.763077,152.086517,369
5424,Durham Road,Gresford,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,49,-32.42696,151.539444,56
5427,Gresford Road,Paterson,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,88,-32.5588,151.591629,101
5480,Merriwa Road,Sandy Hollow,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,280,-32.335648,150.568878,319
5481,Jerrys Plains Road,Mount Thorley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,454,-32.606564,151.098312,522
5510,Main Road,Dora Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2014,ALL DAYS,136,-33.08407211,151.5009766,146
5535,Elderslie Road,Mitchells Flat,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,45,-32.557648,151.314255,52
5540,Wine Country Drive,Nulkaba,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,845,-32.792561,151.348862,943
5590,Tomago Road,Tomago,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,1322,-32.820675,151.699371,1475
5648,Richardson Road,Campvale,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,497,-32.769081,151.848694,554
5650,Medowie Road,Williamtown,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,384,-32.800995,151.851578,428
5694,John Renshaw Drive,Buchanan,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,865,-32.828461,151.535095,965
5813,Wisemans Ferry Road,Somersby,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,219,-33.373325,151.289383,249
5841,Mitchell Line Of Road,Singleton Military Area,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,511,-32.64053,151.216064,570
5842,Tourle Street,Mayfield West,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2015,ALL DAYS,2777,-32.88147,151.732773,2948
5849,Tocal Road,Tocal,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,229,-32.615318,151.605942,263
5914,The Entrance Road,Wamberal,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2010,ALL DAYS,911,-33.424152,151.431168,1016
5944,Nelson Bay Road,Nelson Bay,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,423,-32.743103,152.115234,472
5945,Minmi Road,Cameron Park,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2010,ALL DAYS,533,-32.903702,151.622528,595
6105,Great Western Highway,Meadow Flat,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1576,-33.437302,149.929047,1640
6107,Sydney Road,Raglan,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1708,-33.424236,149.665482,1777
6113,Monaro Highway,Cooma,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,643,-36.210968,149.154999,669
6114,Monaro Highway,Bredbo,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,637,-35.975777,149.138184,663
6115,Pacific Highway,Woodburn,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2716,-29.066118,153.360901,2826
6116,Pacific Highway,Wardell,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,2826,-28.952976,153.464539,2941
6124,Macleay Valley Way,South Kempsey,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,907,-31.105118,152.831375,944
6133,Gwydir Highway,Inverell,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,323,-29.777054,151.170212,336
6134,Gwydir Highway,Glen Innes,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,366,-29.730248,151.6996,381
6141,Newell Highway,Forbes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,924,-33.410191,147.969162,962
6142,Newell Highway,Wyalong,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,808,-33.924088,147.258881,841
6143,Newell Highway,Wyalong,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,854,-33.924194,147.258545,889
6144,Newell Highway,Forbes,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,950,-33.410091,147.969513,989
6145,Newell Highway,Eumungerie,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,803,-31.995474,148.579636,836
6146,Newell Highway,Gilgandra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,984,-31.748741,148.641037,1024
6147,Newell Highway,Gilgandra,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,995,-31.74824,148.641083,1035
6148,Newell Highway,Eumungerie,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,796,-31.995008,148.579727,828
6149,Newell Highway,Tomingley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,990,-32.657825,148.199264,1030
6152,Newell Highway,Tomingley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,988,-32.657585,148.199356,1028
6153,New England Highway,Rixs Creek,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,3242,-32.532272,151.139435,3374
6154,New England Highway,Muswellbrook,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1929,-32.300934,150.932449,2007
6157,New England Highway,Muswellbrook,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1863,-32.237709,150.903046,1939
6158,New England Highway,Aberdeen,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1735,-32.179447,150.889908,1805
6163,Golden Highway,Merriwa,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,445,-32.155666,150.392487,463
6164,Merriwa Road,Sandy Hollow,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,498,-32.327095,150.537567,518
6167,Oxley Highway,Gunnedah,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,627,-30.979286,150.307693,652
6168,Oxley Highway,Westdale,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,715,-31.063797,150.833038,744
6169,Mitchell Highway,Molong,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,591,-33.052498,148.862244,615
6170,Mitchell Highway,Cundumbul,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,580,-32.829884,148.905258,604
6179,Picton Road,Wilton,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,4551,-34.272804,150.714188,4736
6188,Great Western Highway,Mount Victoria,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1975,-33.582989,150.240768,2055
6190,Great Western Highway,Hartley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1900,-33.544159,150.171692,1977
6191,Great Western Highway,Hartley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1692,-33.530327,150.153626,1761
6192,Great Western Highway,Hartley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1918,-33.544163,150.171692,1996
6193,Great Western Highway,Little Hartley,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,2222,-33.579613,150.222458,2312
6194,Oxley Highway,Bective,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,629,-30.984961,150.768204,655
7023,Remembrance Driveway,Menangle,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,559,-34.117878,150.698563,636
7038,Illawarra Highway,Albion Park Rail,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,620,-34.549778,150.784073,713
7041,Princes Highway,Dunmore,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,1706,-34.600235,150.841019,1961
7044,Fern Street,Gerringong,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,219,-34.737141,150.827194,252
7060,Princes Highway,Conjola,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,571,-35.215847,150.43483,656
7097,Five Islands Road,Spring Hill,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,4134,-34.465855,150.874085,4302
7115,Canterbury Road,Wiley Park,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,1593,-33.929409,151.072479,1658
7134,Picton Road,Cordeaux,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,1819,-34.370796,150.82843,2091
7149,Newbridge Road,Milperra,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2017,ALL DAYS,4184,-33.92949295,150.9801636,4354
7275,Georges River Road,Croydon Park,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2017,ALL DAYS,1650,-33.894714,151.110962,1717
7311,Jamberoo Mountain Road,Robertson,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,16,-34.611076,150.667053,18
7312,Jamberoo Mountain Road,Jamberoo,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,50,-34.641022,150.766892,57
7313,Jamberoo Road,Curramore,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,79,-34.634743,150.771423,91
7350,Illawarra Highway,Sutton Forest,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,285,-34.586018,150.271423,324
7354,Moss Vale Road,Bomaderry,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,298,-34.841934,150.593338,343
7356,Princes Highway,East Lynne,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,378,-35.572941,150.259796,435
7363,Picton Road,Wilton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,829,-34.205555,150.652161,943
7374,Remembrance Driveway,Tahmoor,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2006,ALL DAYS,468,-34.223099,150.593338,543
7391,Illawarra Highway,Avoca,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,303,-34.572968,150.463501,345
7400,Menangle Road,Menangle Park,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,202,-34.117558,150.739578,230
7407,Old Hume Highway,Woodlands,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2008,ALL DAYS,146,-34.439266,150.411972,166
7426,Moss Vale Road,Kangaroo Valley,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2007,ALL DAYS,211,-34.728153,150.521271,243
7436,Sheepwash Road,Avoca,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,174,-34.587738,150.479248,198
7449,Bolong Road,Bolong,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,219,-34.853565,150.677582,252
7457,Berrima Road,New Berrima,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,442,-34.512287,150.34462,503
7466,Sussex Inlet Road,Tullarwalla,EASTBOUND AND WESTBOUND,HEAVY VEHICLES,2007,ALL DAYS,181,-35.112286,150.498138,208
7471,Barkers Lodge Road,Oakdale,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,88,-34.085472,150.507492,100
7475,Barkers Lodge Road,Picton,NORTHBOUND AND SOUTHBOUND,HEAVY VEHICLES,2008,ALL DAYS,172,-34.164078,150.607239,196
